entry,translation,predicted_cluster
"
    kitap geçmişe atıflar yapa yapa bir askerin gözünden savaşı anlatır. paul baumer ve profesör kantorek'in tedrisatından geçmiş bütün o gençler, albert kropp, müller, leer, franz kemmerich bir üst jenerasyonları tarafından gaza getirilip olabilecek en sefil koşullarda savaşmak üzere resmen iteklenirler. önceden altı ay kadar eğitimde savaşın bütün tedrisatını 1871 fransa prusya savaşını yaşamamış ancak duymuş gelmiş nesil tarafından alırlar. burada çocuklukları evvela himmelstoss adında eski posta memuru bir astsubay tarafından eğitimle yontulur. çamurlarda süründürülür, aşağılanır ve dövülürler. sonra cepheye sürülürler.<br/><br/>nihayetinde 17 yaşında çocuktur bunlar. savaşı kitaplardan okumuş ve kendileri savaşmak yerine onları ""demirden nesil"" diye mektuplarla gaz veren hocaları yüzünden orada olduklarının farkına varırlar. vardıklarında gördükleri yüzünden gün be gün çocuklukları da kendilerinden uzaklaşmaya başlar. süngülerle, el bombalarıyla, küreklerle kendilerini öldürmeye gelen düşmanı öldürürerek hayatta kalır ancak artık kendileri olarak kalamazlar. siperler diz boyu çamurdur, fareler askerin ekmeğine ulaşmak için üzerinde dolaşmaktadır. her tarafları bit doludur. ona rağmen müller siperde lise matematik denklemleri mırıldanır. albert kropp durduk yerde tırnaklarını temizlemeye başlar. eskiye olan bağlarını bilmeden de ayakta tutmaya çalışırlar. ama olmaz.<br/><br/>burada hikayeye almanya'nın taşrasından gelmiş hayat gailesinde olan karakterler de eklenir. kunduracı stanislaus katczinsky, çilingir tjaden, amele haie westhus, tarlasını düşünen çiftçi detering çekilen çilenin odağını daha da yukarı çeker. <br/><br/>hikayenin ortalarında paul'a evci izni verilip eve yollandığında odasını artık yabancı bulur. dolaptaki elbiseleri başka birine ait gibidir. içinde büyüdüğü evi tanıyamaz. annesi hala annesidir ama hastadır. daha bir hafta öncesinde cephede siperlerde pislik içinde iken, çarşıya çıkıp birahanede savaşla ilgili atıp tutan üst neslini dinler. kendi gördükleri ile onların anlattıkları arasında hiçbir bağ kuramaz. <br/><br/>cepheye döndüğünde kendisinden de küçük, eğitim almamış çocukların cepheye gelip öldüğünü görür. işin kendi ile bitmeyeceğini de farkeder.<br/><br/>düşmanı öldürdükçe törpülenen masumiyetleri üstüne birbirlerini de kaybetmeye başlarlar. joseph behm ilk ölen sınıf arkadaşlarıdır, beden eğitiminde maharetli franz kemmerich bir bacağını kaybeder, ve hastanede ölür. albert kropp, müller, westhus hepsi sırayla ölürler. aslında bir tür baba figürü olan katczinsky öldüğünde paul'ü hayatta tutacak pek bir şey kalmamıştır. çocukluğu, geleceği üstüne bütün arkadaşları da ölür. ondan sonrası zaten boşvermişliktir. nihayetinde kitabın sonlarında genç yaşında bu kadar görüp çekmiş bir çocuk, hikayeyi anlatan paul baumer öldüğünde artık yüzünde hiçbir acı veya korku emaresi yoktur. bu ortamdan çıkıp gittiğine, daha da üstüne bütün bunları yaşadıktan sonra sivil hayatla yüzleşmediğine memnun gibi bir hali vardır.<br/><br/>paul hikayeyi anlatan, her şeyi üstünde toplandığı odağımızdaki karakterdir. kaybı bir okur perspektifinden en büyük trajedidir, en büyük kayıptır. roman boyunca kendisinin geri dönüp başardığını okumak isteriz ama olmaz. üstüne kendisinin öldüğü gün cephede hareketlilik azdır. alman ordu tebliği o günün raporunu direkt ""garp cephesinde yeni bir şey yok"" olarak yazmıştır. aslında bizim için çok büyük bir kayıptır. sonra da bu tanım bizi düşünmeye sevk eder. bu paul gibi çocuklardan 17 milyonu o siperlerde yokolup gitmiştir. demir değil, kayıp nesildir onlar.<br/><br/>kitapta tek bir yerde görünen kaiser haricinde tanınmış karakter yoktur. politikacılar suçlanmaz, savaşta arkadaşlıkların en sağlamını yaşamış birbirlerinin ölümüne tanık olup duran 17 yaşında çocukların hayal kırıklıkları vardır. hamaset yoktur. o kadar kanın gövdeyi götürmesine rağmen hoş bir dinginliği vardır. nazilerin kitabı yeterince vatansever bulmayarak yaktırması, aslen düşman olan almanların savaş hikayelerinin fransa'da ingiltere'de best seller olması bu görece tarafsızlığı yüzündendir.<br/><br/>netflix'in çektiği filmde ise erzberger gibi politikacılar, köpeklere yemek atan, savaşın son günü kafasına göre piyade hücumu yaptırıp garp cephesinde yeni bir şey varmış dedirten generaller var. ha bu elit prusyalı junker taifesi şatolarda ziyafet çekip haritada bayrakları oynatmıyor muydu, hemi de nasıl, verdun savaşında 1 e 1.1 kayıp oranını insanca bulup savaşı bir yıl sürdürüp içmeyi sürdürmüşlerdi (bkz: `erich von falkenhayn`) evet ama işte anlatmaya çalıştığım şey kitabın altmetninin bambaşka olması. kitapta sorgulanan şey otorite veya komutadaki beceriksizlik vs değil, genel olarak bir üst jenerasyonun gidip kendi alt neslinin hayatını düşüncesizce, kendi istekleri için milyonlarla harcamasıydı. birinci dünya savaşından önce avrupadaki son büyük savaş ondan 43 yıl önce vukua geldiği için savaşı bilmeyen üst nesil alt neslin kuyusunu resmen kazıyor. çocukların öğretmenlerinden büyüklerine herkes ""orduya yazılmayacak mısınız arkadaşlar"" kafasındalar. işte kitapta anlatılmak istenen savaşı yücelten bir üst nesille, koşa koşa gidip demirden duvara çarpan, sonra bunun neden böyle olduğunun farkına yavaş yavaş çok acı bir şekilde varan alt neslin hayal kırıklığıydı. filmde ise bunun böyle olduğu daha çok elit prusyalı bir junkere ve onun eşyanın tabiatına tezat hareketlerine bağlanmış. <br/><br/>o yüzden yine bir güç yüzükleri vakası gibi, kitap okuyanlara gün yüzü göstermeyin tarzı bir yapım olmuş. filmine ayıracağınız zamanda bence okur bitirirsiniz, üstüne tefekkürü bir ömür sürer. o yüzden ben şahsen kitabını tavsiye ederim.&#13;
  ","The book tells the war from the eyes of a soldier to make references to the past.All those young people who have passed through the education of Paul Baumer and Professor Kantorek are officially pushed to the gas by a top generations of Albert Kropp, Müller, Leer, Franz Kemmerich to fight in the most miserable conditions.They took all the education of the war in 1871 French Prussia war in education for six months for six months by the generation who had not heard of the Prussian war.Here, their childhood is firstly carved by a former mail officer named Himmelstoss by a non -commissioned officer.They are crawled in mud, humiliated and beaten.Then they are deported to the front. <br/> <br/> They are ultimately 17 years old children.They read the war from the books, and instead of fighting themselves, they realize that they are there because of their teachers who gave them gas with letters ""iron generation"".When they see what they see, day and day their childhood begins to move away from them.to kill themselves with bayonets, grenades, shovels",0
"
    2022 netflix alman yapımı filmi. tek kelimeyle ölüm ve cinayet pornosu. hayatımda izlediğim en hardcore savaş filmi diyebilirim, saving private ryan'daki normandiya çıkartması sahneleri, 1917 filmi falan şiddet içeriği yönünden yanında çocuk tiyatrosu gibi kalabilir. <br/><br/>yüz yıldan biraz daha uzun bir süre önce fransa-almanya sınırında 4 yıl boyunca birkaç kilometrelik mesafedeki siper savaşlarında bir hiç uğruna ölen 3 milyon insanın yaşadıkları cehennemi tüm çıplaklığıyla, sansürsüz anlatıyor. paul'ün ve biraz da kat'ın gözünden. bu romanın uyarlaması olan filmlerin en sert versiyonu bu olmuş denebilir. <br/><br/>muktedirlerin ve zenginlerin savaşlarında ölmeye, sakat kalmaya ve bir ömür travmasını yaşamaya hayır, kocaman harflerle hayır!&#13;
  ","2022 Netflix German film.Simply death and murder porn.I can say the most hardcore war film I've seen in my life, the scenes of the Normandy sticker in Saving Private Ryan may remain like a children's theater in terms of violence content.<br/> <br/> It describes the hell of 3 million people who died for nothing in the trench battles of a few kilometers on the French-German border a little longer than a hundred years ago.Paul and a little bit of Kat's eyes.This is the hardest version of films, which are the adaptations of this novel.<br/> <br/> No to die in the wars of the able and the rich, to be disabled and to experience a life trauma, no in huge letters! &#13;",1
"
    son zamanlarda izlediğim en çarpıcı savaş filmlerindendi , kitabını okumadım o yüzden bir karşılaştırma yapamayacağım ama etkisi bir süre bünyede kalacak cinsten bir film olmuş.<br/><br/>''bir köpeğe kemik at havada kapar. bir insana güç ver, canavara dönüşür''&#13;
  ","It was one of the most striking war films I've ever seen, so I didn't read your book, so I can't make a comparison, but the effect has been a kind of film that will remain in the body for a while. <br/> <br/>Power a person, turns into a monster '' &#13;",1
"
    üstteki yazar arkadaş gayet iyi anlatmış. savaşı her anlamıyla iliklerime kadar hissettiğim, benim için şu ana kadar çekilmiş savaş filmlerinin arasında savaşı bütün çıplaklığıyla (hem fiziksel hem psikolojik anlamda) göstermiş olan ve ayrıntı anlamında kafayı üşütecek seviyede muazzam bir iş olmuş. netflix'ten hakikaten şaşılacak iş lakin bu filmin bir alman yapımı olmasının da bunda çok büyük bir etkisi var. dünya sinemasındaki hegemon olmuş müttefik kuvvetlerin melek gibi olduğu filmlere nazaran ve ""tarihi galipler yazar."" sözüne inat kaybedenlerin aslında über güçlü bir devlet olmadığını ve müttefiklerin de acımasız ve gaddar taraflarının olduğunu göstermiştir. kitabını uzun zamandır okumak istiyordum ama demek ki önce filmini izlemek nasipmiş.
  ","The author's friend said very well.It has been a tremendous job that has shown the war to my buttonhole in every sense, which has shown the war between the war films that have been shot so far with all its nakedness (both physically and psychologically) and will be cold in terms of detail.The fact that this film is a German production has a huge impact on this.""Historical victories are written by the films in which the hegemonic forces in the hegemonic forces are like angels.""It has shown that those who lost their stubbornness are not a strong state and that the Allies have ruthless and cruel sides.I wanted to read his book for a long time, but it means that he first watching his movie.",1
"
    (bkz: `#144496361`)&#13;
  ",(see: `#144496361`) &#13;,0
"
`das boot`’la beraber çekilmiş en iyi savaş filmi olabilir. mükemmel gerçekten.<br/><br/>edit: bir not olarak hitler ikinci dünya savaşında fransızlara filmde almanların teslimiyetini imzaladığı o vagonda teslim imzasını attırmıştır.&#13;
  ","It could be the best war film with Das Boot.Perfect indeed. <br/> <br/> Edit: As a note, Hitler had the French signature in the wagon where the Germans signed the German surrender in the French film.",1
"
    uzun zamandır izlediğim en güzel savaş temalı filmidir diyebilirim. <br/><br/>özellikle kulaklıkla son ses izlemenizi tavsiye ederim. atmosferi veriyor. görüntü yönetmeni mükemmel kadrajlar ile sizi filmin içine çekiyor.<br/><br/>ancak filmi izlerken aklımdan hep ""çanakkale savaşımızın neden böyle bir filmi yok?"" sorularını sordum hep kendime.. sonra;<br/><br/>zaten filmi başarılı yapan da bu oluyor, izleyiciye savaşın rengi, dili, bayrağı olmazdır diyor resmen. savaş savaştır, savaş ölümdür, savaş küçücük yaşta eğitim bile almadan eli silah tutan herkesin olasılıklar dahilinde hayatta kaldığı veya kalamadığı bir oyundur.<br/><br/>puan: 9/10<br/><br/>--- `spoiler` ---<br/>filmde cephelerde süren savaşın en kanlı anlarına şahit olurken, üst kademe devlet bürokratların kahvaltılarında kuş sütünün dahi eksik olmadığını görüyoruz. mükemmel bir detaylandırma olmuş.<br/>--- `spoiler` ---&#13;
  ","I can say that it is the most beautiful war -themed film I've seen for a long time.<br/> <br/> I especially recommend you to watch the last sound with headphones.gives the atmosphere.The director of the cinematographer draws you into the film with perfect frames.I always asked myself .. Then; <br/> <br/> This is what makes the film successful, the audience says the color, language, flag of the war.War is war, war is death, war is a game where everyone who holds a gun without even training at a tiny age is a game in which everyone who holds a gun survives or cannot stay. <br/> <br/> Points: 9/10 <br/> <br/> ---Spoiler`-<br/> witnesses the most bloody moments of the war on the fronts in the film, while we see that even bird's milk is not missing in the breakfast of the upper level state bureaucrats.It was an excellent detail. <br/> --- `spoiler` --- &#13;",1
"
`im westen nichts neues` / `all quiet on the western front` / `garp cephesinde yeni bir şey yok`<br/><br/>`erich maria remarque`'ın 1929 tarihli aynı adlı romanından defalarca sinema, tv ve tiyatroya uyarlanan bu epic roman benim liseden beri baş ucu kitaplarım arasında.<br/><br/>sinema uyarlama versiyonlarının ise `blu-ray` baskıları koleksiyonumda.<br/><br/>`covid-19` pandemisi öncesinde tekrardan sinemaya uyarlanacağını duyduğumda çok üzülmüştüm çünkü sinema dünyası yeniden uyarlama çöplüğü haline gelmiş durumda. özellikle de son 20 yıldır.<br/><br/>fakat sonradan yönetmenliğini 'jack' filmi ile sevdiğim edward berger'in üstlendiğini ve başrolde de `daniel brüh`l'in olacağını öğrendim ki daniel brühl inanılmaz saygı duyduğum bir isimdir.<br/><br/>47nci `toronto ınternational film festivali` ve `new york`'taki `paris theater`'dan gelen eleştirmen yorumları beklentimi arttırdı...<br/><br/>fakat yapımcılığını `daniel brühl` ve `clive barker`'in yaptığı bu 3 saate yakın süren savaş filminin sinemalarda pek şansı yoktu... üstelikte film clive barker'in tüm ikazlarına rağmen ingilizce tamamlanmamıştı. `daniel brühl`bunun daha iyi olacağını düşünmüş ve almanca'da karar kılmışlar.<br/><br/>ve akabinde `netflix` imdada yetişti ve tüm projeyi satın aldı. <br/><br/>filmin cast seçimi muhteşem, `daniel brühl` başta olmak üzere her bir aktör kitabın ruhuna hakim bir biçimde görevlerini yerine getrmiş.<br/><br/>`volker bertelmann` ise `patrick melrose` ve `lion` (2016) müziklerinde yaptığı gibi seyirciyi beklemediği anda vuran eşsiz besteler yapmış...<br/><br/>james friend muhteşem bir görüntü yönetmenliği çıkartarak `alexa 65`, `arrı alexa mini lf`, `prime 65s` kameralarının tüm nimetlerinden yararlanmış, 2:35:1 aspect radio seçimi filmin ve dönemin ruhuna yakışmış.<br/><br/>film muhtemelen bugüne kadar yapılmış savaş filmleri arasında en iyi ses miksajına sahip yapım olabilir.<br/>netflix için kodlanan `dolby atmos` 5.1.2 kanala yaslanan ses tasarımı filmdeki her bir karede görüntünün etkisini seyirciye sonuna kadar hissettirmeyi başarmış.<br/><br/>savaş filmlerini seviyorsanız ım westen nichts neues sizin içn bulunmaz nimet.<br/><br/>ps: film `patrick melrose` ekibi tarafından yapılmış resmen ve bu ekip yine `benedict cumberbatch` ile yollarına devam ederek 1935 yapımı `alfred hitchcock` filmi `the 39 steps`'i dizi yapacaklar. hatta çekimler başlamış.&#13;
  ","`im Westen Nichts Neues` /` All Quiet on the Western Front` / `nothing new on the Garp FrontAdapted epic novel is among my head-end books since high school.I was very upset when I heard it because the world of cinema has become a re -adaptation dump.Especially in the last 20 years. <br/> <br/> But later directed by Edward Berger, my beloved Edward Berger, and the leading role that `Daniel Brüh`l will be a name that I respected Daniel Brühl.BR/> <br/> Criticism from the 47th `Toronto International Film Festival` and `Paris Theater` in New York` `Increased my expectation ...This 3 -hour war elephant",1
"
    başlıklar ayrı olmadığından 2022 yapımı film için yazıyorum.<br/><br/>netflix bünyesinde yapılan en iyi işlerden birine imza atılmış. bir dijital platform filmi olarak şimdiye kadar gördüklerimin en iyisi. aklıma daha iyi bir örnek gelmiyor.<br/><br/>konu zaten daha önce kitabı yazılmış, filmleri çekilmiş bir tema. o açıdan bir yenilik görmüyorsunuz. buna karşın filmin kendi içeriğine ve anlatmak istediklerine övgüde bulunmak gerekiyor. <br/><br/>birinci dünya savaşı, statik siper savaşlarının nirvanası olmuştu. düşmanın klasik hat düzenini kırmak ve üstünlük sağlamak uğruna milyonlarca asker öldü veya sakat kaldı. filmin geçtiği yer ise bu durumun merkezi haline gelen bölgeyi konu ediniyor; yani batı cephesini.<br/><br/>savaş ve savaş tarihi üzerine ortalamanın üzerinde bir şeyler okuyanlar için bu ve buna benzer yapımların yarattığı etki daha bir farklı oluyor. işin teorisi ve insanlığı arasında kalmak çok acayip.<br/><br/>izleyin, izlettirin. hatta üzerinde düşünün.&#13;
  ","Since the titles are not separate, I am writing for the 2022 film.As a digital platform film, the best of what I've ever seen.I don't think of a better example.You don't see an innovation in that respect.However, the film needs to praise its own content and what it wants to tell.<br/> <br/> The First World War was the nirvana of the static trench wars.Millions of soldiers were killed or disabled for the sake of breaking the enemy's classic line order and giving superiority.The place where the film takes place is about the region that has become the center of this situation;So the Western Front.It is very strange to stay between the theory and humanity. <br/> <br/> Watch, watch it.even think about it. &#13;",1
"
    film olani icin yaziyorum. <br/><br/>oncelikle iyi ki alman yapimi olmus cunku klasik netflix yapimi olsa siradan bir film olacagindan suphem yoktu.<br/><br/>cekimleri, muzikleri zaten basarili fakat beni sok eden sonu oldu. sanki kitabi okumadan yapilmis gibi bitti film.<br/><br/>--- `spoiler` ---<br/><br/>arkadas ben farkli kitap mi okudum. zaten kitabin ismi ile bitiyor sonu ve vurucu bir son oluyor. kitap bittiginde ""bati cephesinde yeni/kayda deger bir sey yok"" cumlesi onca yasanmisligin, olumun aslinda ordu bazinda hic onemli olmadigini sizin yuzunuze vurmasiyla dusuncelere sevk ediyor.<br/><br/>peki film nasil bitiyor? sadece cephe savaslari hakkinda bilgi ve olen insan sayisini verdikten sonra filmin/kitabin ismi yaziyor. saka gibi gercekten.<br/><br/>sonda verdigi bilgilerin bitiminde ordu tebligatini gecseydi daha vurucu bir son ve kitaba uygun bir bitis olurdu, yazik olmus.<br/><br/>emin olmak icin tekrar kitabin sonuna baktim ben yanlis mi hatirliyorum diye ama malesef oyle degildi.<br/><br/>--- `spoiler` ---<br/><br/>yine de iyi bir savas filmi, izlenmeli.&#13;
  ","I'm writing for the movie.<br/> <br/> First of all, it was a German production because it was a classic Netflix production.As if it was made without reading the book.Already with the name of the book ends with the end and a striking end.When the book is over, ""there is nothing new/recorded on the western front"" cumini all the time, the death is actually not important on the basis of the army is not important to your face to hit your face. <br/> <br/> So how does the film end?After giving information and number of people about the front battles, he writes the name of the film/book.As a joke.to remember but malase",1
"
    çok ağır ilerliyor ve süresi çok uzun. sonlara doğru bitsin diye bekledim. <br/><br/>almanlar iyi bir film yapmışlar ve savaş gerçeğini çok iyi yansıtmışlar ama. filmde epey gönderme de var ve dikkatli izlenince ancak fark ediliyor. <br/><br/>maalesef bu büyük klasik filmlerin re-make'leri çok iyi olmuyor, bu da ilk filmi yakalayamamış kalite olarak.&#13;
  ","It is very heavy and the duration is too long.I waited for it to end.<br/> <br/> The Germans made a good film and reflected the fact of war very well.There is also a lot of reference in the film and it is only noticed when watching carefully.<br/> <br/> Unfortunately the re-males of these big classic films are not very good, which has not caught the first film in the quality. &#13;",1
"
    işte gerçek savaş<br/>işte kan işte gövde<br/>işte parçalanmış kollar bacaklar<br/>deli gibi sıçrayan kanlar çığlıklar<br/><br/>savaşın dışarıdan kahramanlık diyerek nasıl da insana hoş gösterildiğini ve içine girince ne derece tedirgin edici ve hayvanlaştırıcı olduğunu her karesinde hissedebildiğiniz bir film. <br/><br/>kitapla pek ilgisi olmayan ayrı bir kurguda çekilmiş olsa da ana fikir aynı. <br/><br/>ayrıca filmin başında uygun adım sayarken söylenen şarkıyı da yazayım tam olsun<br/><br/>trink 'ne tasse tee<br/>mit zucker und kaffee <br/><br/>und ein gläschen wein<br/><br/>mädchen ich liebe dich<br/>aber heirat das geht noch nicht<br/><br/>warte noch ein jahr<br/>dann wird's werden wahr<br/><br/>türkçesi<br/><br/>bir fincan çay iç<br/>şekerli kahveyle<br/><br/>ve bir kadeh şarap<br/><br/>kız seni seviyorum<br/>ama henüz evlenemem<br/><br/>bir yıl daha bekle<br/>o zaman gerçek olacak<br/><br/>hiçbir yerde bulamadım askerlik şarkısı olsa gerek. <br/>bir yerde bu şarkıyı bulursanız bir link verin memnun olurum efendim.&#13;
  ","Here is the real war <br/> Here is the blood here <br/> Here is the shredded arms legs <br/> Bloods that jump like crazy screams <br/> <br/> How the war is shown to people by saying heroism from the outside and how much when you enterA film that you can feel in every frame that it is anxious and animalized.<br/> <br/> Although the book has nothing to do with a separate fiction, the main idea is the same.<br/> <br/> Also at the beginning of the film at the beginning of the song sung to write the song to be complete <br/> <br/> Trink 'to Tasse Tee <br/> MIT Zucker und Kafee <br/> <br/> UNDEin Gläschen wein <br/> <br/> Mädchen ich Liebe dich <br/>br/> Turkish <br/> <br/> a cup of tea inner <br/> Sugar coffee <br/> <br/> and a glass of wine <br/> <br/> girl I love you <br/>I can not marry yet <br/> <br/> Wait for another year <br/> Then it will be real <br/> <br/> I could not find anywhere.<br/> finds this song somewhere",1
"
    1930 yılında `all quiet on the western front` adında amerikalılar çekmişti bu filmi. döneminin çok çok üstünde çekimleri, ses dizaynları vardı. zaten filmdeki oyuncuların çoğu 1. dünya savaşında da bulunan isimlerdi. 1930 yapımlı bu film hâlâ gelmiş geçmiş en iyi savaş filmlerinden, antimilitarist filmlerden biridir. bu 2022 yapımı alman filmini izlemeden önce bu film zaten çekilmişti aynısını bir daha neden çekmişler diye düşünmüştüm ama filmi izledikten sonra iyiki de çekmişler dedim. yönetmen `edward berger` ve görüntü yönetmeni `james friend` kusursuz bir savaş filmi yapmışlar. şimdiden kült bir film olacaktır. hatta filmi daha da abartıyım o 1930 senesinde çıkan hollywood yapımından eksiği yok fazlası var. `idi i smotri` filmiyle beraber en iyi savaş karşıtı filmlerinden biri olmuş. paul ile birlikte her şeyi iliklerimize kadar hissettik. filmin atmosferi müthişti. ne almanyayı övmüşler ne fransayı yermişler. her şeyi olması gerektiği gibi çekmişler. çekimler aşırı realistti. bazen belgesel izliyorum sandım. filmin sonlarında oluşan sessizlik, doğanın sesi; filmin başında sonuna kadar olan kurşun, bomba seslerinin farkını gördüğümüz sahneler çok iyiydi. bu filmi izleyipte savaş karşıtı olmayan kalmayacaktır...<br/><br/>--- `spoiler` ---<br/><br/>filmdeki en etkilendiğim detaylardan biri; bizim ""kat""' filmin başlarında böcek yakalayıp kutuya koyuyor. savaşın ilerleyen safhalarında savaş bitmişken! gece dinlenirken böceği kutudan çıkarıyor, biraz çubukla beraber oynuyor böcekle sonra geri kutuya koyuyor. paul, kat'i yaralandıktan sonra revire getirdiğinde doktor öldüğünü söylüyor. paul, kat'in cebindeki kutuyu açtığında böceğin de öldüğünü görüyor. burada yönetmen askerleri bir nevi böceğe benzetmiş. savaşacak yaşta olan liseli öğrenciler, alt sınıf insanların askere gitmesi, siyasetçilerin ve generallerin yanlış tutumları yüzünden bir alana hapsolan askerlerin en sonda ölmesi, tıpkı bir kutuya hapsolan böceğin ölmesi gibi...<br/><br/>bir diğer etkileyen detay da şu; paul filmin başında cephedeyken göçük altında kaldıktan sonra kurtulunca ona ölü askerlerin künyesini toplama görevi vermişlerdi. filmin sonunda da çaylak askerin bu görevi yapması ve bizim paulünde künyesini alması...<br/><br/>son etkilendiğim detay da; paulun arkadaşlarından biri fransız kızdan aldığı eşyayı ölünce o eşyayı tjaden alıyor. tjaden de ölmeden paule veriyor. paul de filmin sonunda çaylak çocuğun hayatını kurtarıyor ama kendisi ölüyor. çaylak çocuk paulun hatırası olarak alıp kendi boynuna asıyor. <br/><br/>müthiş filmdi.<br/><br/>--- `spoiler` ---&#13;
  ","In 1930, Americans called 'All Quiet on The Western Front `was filmed.He had shots and sound designs far above his time.Already most of the actors in the film were also found in the 1st World War.This 1930 film is still one of the best war films of the past, one of the antimilitarist films.Before I watched this 2022 film, I thought that this film had already been shot, but I thought they had shot the same again, but after watching the movie, I said they took it.The director `Edward Berger` and his cinematographer` James Friend `made a perfect war film.It will already be a cult movie.In fact, I am even more exaggerated by the film in the year 1930 Hollywood production is not missing.He was one of the best anti -war films with the film `Idi i Smotri`.We felt everything to our marrows with Paul.The atmosphere of the film was great.They neither praised Germany nor ate France.They attracted everything as it should be.The shots were extremely realist",1
"
    her şeyi abartmayı, pazar sabahı menemene 1 yumurta daha fazla kırayım diyen ani insanların 8 üzeri vereceği, çarpıcı film.<br/><br/>lütfen biri artık sinemada fondöteni yasaklayabilir mi? bu kadar abartı makyaj bütün dikkatimizi dağıtıyor da.<br/><br/>almanya-fransa 1. dünya savaşı sırasında askerin gözünden yaşananları alıyor, tabi bol iğne ile.<br/><br/>savaş sahneleri, sanat yönetmenliği, görüntü yönetmenliği, hepsi sizi tatmin edecek fakat rahatsız olacağınız konular da olacak.<br/><br/>bizim için, tersten bir kahramanlık fimi çeksek acaba kaç kişi içeride olurdu da demedim değil. biz ölüp gideceğiz, bu ırkçılık, ırk kavgası şekil değiştirerek devam edecek.<br/><br/>emin olun ırk-millet şeyi olmasa şu an partiliyorduk. <br/><br/>7.44/10&#13;
  ","Exaggerating everything, on Sunday morning menemene 1 egg will break more than 8 people who say that 8, striking film.so much exaggeration makes up all our attention.The director, all that will satisfy you, but you will be uncomfortable.We will die and go, this racism, race fight will continue by changing the shape.<br/> <br/> 7.44/10 &#13;",1
"
    etkileyici bir 1. dünya savaşı filmi. sinematografisi ve sahnelerin gerçekçiliği 10/9
  ",An impressive 1st World War Film.Cinematography and realism of the scenes 10/9,1
"
    teknolojinin olanaklarını iyi kullanan,güzel bir film olmuş.sahneler çok iyi çekilmiş , mümkünse büyük ekranda izlenmeli.savaşın romantik bir kahramanlık öyküsü olmadığını anlatan bir film.<br/>delbert mann'ın 1979 da çektiği filmin finali daha sade ama daha vurucuydu.o fimde paul,savaşın bitiminde barış simgesi olan kuş resmi çizerken öldürülüyordu.&#13;
  ",It has been a good film that uses the possibilities of technology well.Fime Paul was killed while drawing a bird's picture of peace at the end of the war. &#13;,1
"
    2022 yılında izlediğim en iyi eser.<br/>sinematografi, kurgu ve ses/müzik kullanımı ile ufkuma bir şeyler katan bir yapım bu.<br/><br/>das boot ve stalingrad gibi iki şaheserden sonra bence 1.dünya savaşı için yapılmış en iyi filmin de almanlardan çıkmış olması, yenilen tarafın işi uçan kaçan kahramanlığa gerek duymadan, çarpıcı gerçeklikle anlatmasında gizli&#13;
  ","This is a production that adds something to my horizon with the use of cinematography, fiction and sound/music with the use of cinematography, fiction and sound/music.The best film made from the Germans is that the defeated side is hidden in describing it with a striking reality without the need for escaped heroism.",1
"
    savaşın saf dehşeti. --- `spoiler` ---<br/><br/>romanda ve diğer iki uyarlamada da paul hep ölüyor.1930'da kelebeğe dokunmak isterken,1979'da kuş resmi çizerken,2022'de fransız siperinde düştüğü karanlık karargah odasında yaralandıktan sonra kapıdan içeri giren gün ışığına ulaşmak isterken. paul'ün ölmesi gereken an belki de tam o hayata dokunuşu. anlık da olsa masum hissettiği o an.roman ve filmlerdeki final aklıma mıh gibi çakıldı hep. hepsini paul'un hayatları olarak görmeye başladım.<br/>--- `spoiler` --- bu film de eklendi onlara. kimbilir bu hayatlardan birinde huzura kavuşuyordur...&#13;
  ","Pure horror of war.--- `SPOILER` --- <br/> <br/> Paul always dies in the novel and the other two adaptations.While trying to reach the daylight entering the door after being injured.Paul's time to die is perhaps the touch of that life.He felt innocent, even if he felt innocent, and the final in the film and the films always crashed like a nail.I started to see them all as Paul's lives.Who knows that one of these lives has peace of mind ... &#13;",1
"
    sahane bir film, kitabiyla birebir tutarli degil ama kitaptaki verilmek istenen mesaj guzel aktarilmis. goruntuler cok kaliteli, savasin kaos atmosferi cok basarili sekilde yaratilmis.
  ","A book is not exactly consistent with the book, but the message to be given in the book is good.The images are very high quality, the chaos atmosphere of the war was created in a very successful way.",0
"
    filmin yeni versiyonunu az önce bitirdim. açıkçası savaşın ne menem bir şey olduğunu görmek adına kusursuzdu ancak fazla uzun kimi yerde sıkıcıydı. türü sevenler için ise bulunmaz nimet <br/>not: 1 dünya savaşı ilgisi olanlara `they shall not grow old` belgeselini tavsiye ederim. yönetmeni de tanıdık <br/>savaşlar üzerine gördüğüm en iyi yapımdır adıma&#13;
  ","I just finished the new version of the film.Obviously, he was perfect to see what the war was menem, but he was too long in some places.For those who love types, Nimet <br/> Note: 1 I recommend the documentary `They Shall Not Grow Old` to those with World War II.The director is also the best production I have seen on wars.",1
"
    etkileyici ve bir o kadar gerçekçi birinci dünya savaşı filmi.<br/>filmde beğendiğim şeyler bir yerlerden tanıdık geliyordu yönetmenine bakmamıştım görünce kafamda şak diye oturdu `edward berger`. `deutschland 83` ve `the terror` den gözüm ısırmış.&#13;
  ",Impressive and as a realistic First World War film.`Deutschland 83` and` The Terror `my eye bites. &#13;,1
